Name,BSE Code,NSE Code
Happiest Minds,543227,HAPPSTMNDS
Happy Forgings,544057,HAPPYFORGE
Happy Square,,WHITEFORCE
Hardcast.& Waud,509597,
Hardwyn India,541276,HARDWYN
Haria Apparels,538081,
Haria Exports,512604,
Harig Crankshaft,500178,
Hariom Pipe,543517,HARIOMPIPE
Harish Textile,542682,
Hariyana Ship,526931,
Harmony Capital,530055,
Harri. Malayalam,500467,HARRMALAYA
Harsha Engg Intl,543600,HARSHA
Harshdeep Horti.,544105,
Harshil Agrotech,505336,
Haryana Capfin,532855,
Haryana Leather,524080,
Hasti Finance,531387,
Hathway Bhawani,509073,
Hathway Cable,533162,HATHWAY
Hatsun Agro,531531,HATSUN
Havells India,517354,HAVELLS
Hawa Engineers,539176,
Hawkins Cookers,508486,
Haz.Multi Proj.,532467,
HB Estate Devel.,532334,
HB Leasing &Fin.,508956,
HB Portfolio,532333,
HB Stockholdings,532216,HBSL
HBL Engineering,517271,HBLENGINE
HCKK Ventures,539224,
HCL Infosystems,500179,HCL-INSYS
HCL Technologies,532281,HCLTECH
HCP Plastene,526717,
HDB FINANC SER,544429,HDBFS
HDFC AMC,541729,HDFCAMC
HDFC Bank,500180,HDFCBANK
HDFC Life Insur.,540777,HDFCLIFE
Heads UP Venture,540210,HEADSUP
Health.Global,539787,HCG
Healthy Life,543546,
HEC Infra Proj.,,HECPROJECT
Heera Ispat,526967,
HEG,509631,HEG
Heidelberg Cem.,500292,HEIDELBERG
Helloji Holidays,544630,
Helpage Finlease,539174,
Hemadri Cements,502133,
Hemang Resources,531178,
Hemant Surgical,543916,
Hemisphere Prop,543242,HEMIPROP
Hemo Organic,524590,
Heranba Inds,543266,HERANBA
Hercules Investments,505720,HERCULES
Heritage Foods,519552,HERITGFOOD
Hero Motocorp,500182,HEROMOTOCO
Hester Bios,524669,HESTERBIO
Heubach Colorant,506390,HEUBACHIND
Hexa Tradex,534328,HEXATRADEX
Hexaware Tech.,544362,HEXT
HFCL,500183,HFCL
Hi-Green Carbon,,HIGREEN
Hi-Klass Trading,542332,
Hi-Tech Pipes,543411,HITECH
High Energy Bat.,504176,
Highway Infra,544477,HILINFRA
Hikal,524735,HIKAL
Hiliks Technolog,539697,
Hilltone Softwar,544308,
Hilton Met.Forg.,532847,HILTON
Him Teknoforg.,505712,
Himadri Special,500184,HSCL
Himalaya Food,526899,
Himatsing. Seide,514043,HIMATSEIDE
Hind Aluminium,531979,
Hind Rectifiers,504036,HIRECT
Hind. Unilever,500696,HINDUNILVR
Hind.Adhesive,514428,
Hind.Aeronautics,541154,HAL
Hind.Appliances,531918,
Hind.Bio Science,532041,
Hind.Composites,509635,HINDCOMPOS
Hind.Construct.,500185,HCC
Hind.Fluoro Carb,524013,
Hind.Oil Explor.,500186,HINDOILEXP
Hind.Organ.Chem.,500449,
Hind.Tin Works,530315,
Hind.Urban Infra,539984,
Hindalco Inds.,500440,HINDALCO
Hindcon Chemical,,HINDCON
Hindoo. Mills,509895,
Hindprakash Indu,543645,HPIL
Hinduja Global,532859,HGS
Hindustan Agrig.,519574,
Hindustan Copper,513599,HINDCOPPER
Hindustan Foods,519126,HNDFDS
Hindustan Hardy,505893,
Hindustan Media,533217,HMVL
Hindustan Motors,500500,HINDMOTORS
Hindustan Zinc,500188,HINDZINC
Hindware Home In,542905,HINDWAREAP
Hipolin,530853,
Hira Automobile,531743,
Hisar Met.Inds.,590018,HISARMETAL
Hisar Spg. Mills,521068,
Hit Kit Global,532359,
Hitachi Energy,543187,POWERINDIA
Hitech Corp.,526217,HITECHCORP
Hittco Tools,531661,
HLE Glascoat,522215,HLEGLAS
HLV,500193,HLVLTD
HMA Agro Inds.,543929,HMAAGRO
HMT,500191,HMT
Hoac Foods,,HOACFOODS
Holmarc Opto,,HOLMARC
Home First Finan,543259,HOMEFIRST
Homesfy Realty,,HOMESFY
Honasa Consumer,544014,HONASA
Honda India,522064,HONDAPOWER
Honeywell Auto,517174,HONAUT
Howard Hotels,526761,
HP Adhesives,543433,HPAL
HP Telecom,,HPTL
HPL Electric,540136,HPL
HRH Next,,HRHNEXT
HRS Aluglaze,544656,
Hubtown,532799,HUBTOWN
Huhtamaki India,509820,HUHTAMAKI
Humming Bird Edu,542592,
HVAX Technolog.,,HVAX
Hybrid Financial,500262,HYBRIDFIN
Hypersoft Tech.,539724,
Hyundai Motor I,544274,HYUNDAI
I G Petrochems,500199,IGPL
I O B,532388,IOB
I O C L,530965,IOC
I Power Solution,512405,
I R C T C,542830,IRCTC
I R F C,543257,IRFC
I T D C,532189,ITDC
IB Infotech,519463,
IBL Finance,,IBLFL
ICDS,511194,ICDSLTD
ICE Make Refrig.,,ICEMAKE
ICICI AMC,,
ICICI Bank,532174,ICICIBANK
ICICI Lombard,540716,ICICIGI
ICICI Pru Life,540133,ICICIPRULI
Icodex Publish.,544483,
Icon Facil.,544426,
Iconik Sports,511260,
ICRA,532835,ICRA
IDBI Bank,500116,IDBI
Ideaforge Tech,543932,IDEAFORGE
Ideal Technopl.,,IDEALTECHO
Identical Brains,,IDENTICAL
Identixweb,544388,
IDFC First Bank,539437,IDFCFIRSTB
IDream Film,504375,
IEC Education,531840,
IEL,524614,
IFB Agro Inds.,507438,IFBAGRO
IFB Industries,505726,IFBIND
IFCI,500106,IFCI
IFGL Refractori.,540774,IFGLEXPOR
IFL Enterprises,540377,
Igarashi Motors,517380,IGARASHI
IGC Industries,539449,
IIFL Capital,542773,IIFLCAPS
IIFL Finance,532636,IIFL
IIRM Holdings,526530,
IITL Projects,531968,
IKIO Tech,543923,IKIO
IKOMA Technologies,531997,
IL&FS Engg.,532907,IL&FSENGG
IL&FS Inv.Manag.,511208,IVC
IL&FS Transport,533177,IL&FSTRANS
Imagica. Enter.,539056,IMAGICAA
IMEC Services,513295,
Impex Ferro Tech,532614,IMPEXFERRO
Inani Marbles,531129,
Inani Securities,531672,
Incap,517370,
Incon Engineers,531594,
Incredible Indus,538365,INCREDIBLE
Ind Bank Housing,523465,
IND Renewable,536709,
Ind-Agiv Commer.,517077,
Ind-Swift Labs.,532305,INDSWFTLAB
Indag Rubber,509162,
Indbank Merchant,511473,INDBANK
Indef Manufactur,544364,BAJAJINDEF
Indegene,544172,INDGN
Indergiri Fin.,531505,
India Cem. Cap.,511355,
India Cements,530005,INDIACEM
India Finsec,535667,
India Gelatine,531253,
India Glycols,500201,INDIAGLYCO
India Home Loans,530979,
India Homes,513361,
India Lease Dev.,500202,
India Motor Part,590065,IMPAL
India Nipp.Elec.,532240,INDNIPPON
India Pesticides,543311,IPL
India Power Corp,,DPSCLTD
India Radiators,505100,
INDIA SHELTE FIN,544044,INDIASHLTR
Indiabulls,533520,IBULLSLTD
Indiamart Inter.,542726,INDIAMART
Indian Acrylics,514165,
Indian Bank,532814,INDIANB
Indian CardCloth,509692,INDIANCARD
Indian Emuls,,IEML
Indian Energy Ex,540750,IEX
Indian Hotels Co,500850,INDHOTEL
Indian Hume Pipe,504741,INDIANHUME
Indian Infotech,509051,
Indian Link Ch.,504746,
Indian Metals,533047,IMFA
Indian Phosphate,,IPHL
Indian Renewable,544026,IREDA
Indian Sucrose,500319,
Indian Terrain,533329,INDTERRAIN
Indian Toners,523586,
Indian Wood Prod,540954,
IndiaNivesh,501700,
Indifra Ltd,,INDIFRA
Indigo Paints,543258,INDIGOPNTS
IndiGrid Trust,540565,INDIGRID
Indiqube Spaces,544454,INDIQUBE
Inditrade Cap.,532745,
Indl. Inv. Trust,501295,IITL
Indl.& Prud.Inv.,501298,
Indo Amines,524648,INDOAMIN
Indo Borax & Ch.,524342,INDOBORAX
Indo Cotspin,538838,
Indo Count Inds.,521016,ICIL
Indo Credit Cap.,526887,
Indo Euro Indch.,524458,
Indo Farm Equip.,544328,INDOFARM
Indo National,504058,NIPPOBATRY
Indo Rama Synth.,500207,INDORAMA
Indo Tech.Trans.,532717,INDOTECH
Indo Thai Sec.,533676,INDOTHAI
Indo US Bio-Tech,541304,INDOUS
Indo-City Info.,532100,
Indobell Insul.,544334,
Indoco Remedies,532612,INDOCO
Indogulf Cropsci,544432,IGCL
Indokem,504092,
Indong Tea Co,543769,
Indosolar,533257,WAAREEINDO
Indostar Capital,541336,INDOSTAR
Indowind Energy,532894,INDOWIND
Indrapr.Medical,532150,INDRAMEDCO
Indraprastha Gas,532514,IGL
Indrayani Biotec,526445,
Indsil Hydro,522165,
Inducto Steel,532001,
Indus Finance,531841,
Indus Inf. Trust,544137,INDUSINVIT
Indus Towers,534816,INDUSTOWER
IndusInd Bank,532187,INDUSINDBK
Infibeam Avenues,539807,INFIBEAM
Infinity Infoway,544567,
Infinium Pharma,,INFINIUM
Inflame Applian.,541083,
Influx Health.,,INFLUX
Info Edg.(India),532777,NAUKRI
InfoBeans Tech.,543644,INFOBEAN
Infollion Resea.,,INFOLLION
Infomedia Press,509069,INFOMEDIA
Infonative Solu.,544393,
Informed Techn.,504810,
Infosys,500209,INFY
Infronics Sys.,537985,
Ingersoll-Rand,500210,INGERRAND
Inland Printers,530787,
Innocorp,531929,
Innokaiz India,543905,
Innomet Advanced,,INNOMET
Innova Captab,544067,INNOVACAP
Innovana Think.,544302,INNOVANA
Innovassynth Inv,533315,
Innovative Ideal,541983,
Innovative Tech,523840,
Innovative Tyres,,ITTL
Innovators,541353,
Inox Green,543667,INOXGREEN
Inox India,544046,INOXINDIA
Inox Wind,539083,INOXWIND
Insecticid.India,532851,INSECTICID
Insolation Ener,543620,
Inspire Films,,INSPIRE
Inspirisys Sol.,532774,INSPIRISYS
Intec Capital,526871,
Integ. Capital,539149,
Integ. Hitech,532303,
Integ. Industrie,531889,
Integ. Proteins,519606,
Integ. Thermopl.,530921,
Integra Capital,531314,
Integra Engg.,505358,
Integra Essentia,535958,ESSENTIA
Integra Switch,517423,
Integrated Perso,,IPSL
Integrity Infra.,,INTEGRITY
Intellect Design,538835,INTELLECT
Intense Tech.,532326,INTENTECH
Inter Globe Fin,511391,
Inter State Oil,530259,
Interactive Fin,539692,
Interarch Build.,544232,INTERARCH
Interglobe Aviat,539448,INDIGO
Interiors & More,,INM
International Ge,544311,IGIL
Interworld Digi.,532072,
Intl. Combustion,505737,
Intl. Conveyors,509709,INTLCONV
Intl. Data Mgt.,517044,
Intl. Travel Hse,500213,
Intrasoft Tech.,533181,ISFT
Inv.& Prec.Cast.,504786,
Inventure Grow.,533506,INVENTURE
Inventurus Knowl,544309,IKS
Invicta Diagnos.,,INVICTA
Invigorated Bus.,511716,
IOL Chemicals,524164,IOLCP
ION Exchange,500214,IONEXCHANG
IP Rings,523638,
Ipca Labs.,524494,IPCALAB
IRB Infra.Devl.,532947,IRB
IRB InvIT Fund,540526,IRBINVIT
Ircon Intl.,541956,IRCON
IRIS Business,540735,IRIS
Iris Clothings,,IRISDOREME
IRM Energy,544004,IRMENERGY
Ironwood Educa,508918,
ISF,526859,
ISGEC Heavy,533033,ISGEC
Ishaan Infrastru,540134,
Ishan Dyes,531109,ISHANCH
Ishan Internat.,,ISHAN
Ishita Drugs,524400,
ISL Consulting,511609,
IST,508807,
iStreet Network,524622,
Italian Edibles,,ITALIANE
ITC,500875,ITC
ITC Hotels,544325,ITCHOTELS
ITCONS E-Soluti.,543806,
ITI,523610,ITI
ITL Industries,522183,
Ivalue Infosolut,544523,IVALUE
IVP,507580,IVP
Iware Supplych.,,IWARE
Iykot Hitech,522245,
IZMO,532341,IZMO
J & K Bank,532209,J&KBANK
J A Finance,543860,
J B Chemicals &,506943,JBCHEPHARM
J J Finance Corp,523062,
J K Cements,532644,JKCEMENT
J Kumar Infra,532940,JKIL
J.G.Chemicals,544138,JGCHEM
Jackson Invest,538422,
Jagan Lamps,530711,
Jagatjit Inds.,507155,
Jagjanani Text.,532825,
Jagran Prakashan,532705,JAGRAN
Jagsonpal Pharma,507789,JAGSNPHARM
Jagsonpal Services,530601,
Jai Balaji Inds.,532976,JAIBALAJI
Jai Corp,512237,JAICORPLTD
Jai Mata Glass,523467,
Jaihind Synth,514312,
Jain Irrigat-DVR,570004,JISLDVREQS
Jain Irrigation,500219,JISLJALEQS
Jain Marmo Inds,539119,
Jain Resource,544537,JAINREC
Jainam Ferro,,JAINAM
Jainco Projects,526865,
Jainex Aamcol,505212,
Jainik Power,,JAINIK
Jaipan Industrie,505840,
Jalan Transol.,,JALAN
James Warren Tea,538564,
Jamna Auto Inds.,520051,JAMNAAUTO
Jamshri Realty,502901,
Jana Small Finan,544118,JSFB
Jaro Institute,544534,JARO
Jasch Gauging,544112,
Jasch Industries,500220,
Jash Engineering,544402,JASH
Jattashankar Ind,514318,
Jauss Polymers,526001,
Jay Ambe Super.,544514,
Jay Bee Laminati,,JAYBEE
Jay Bharat Maru.,520066,JAYBARMARU
Jay Jalaram Tech,,KORE
Jay Kailash,544160,
Jay Shree Tea,509715,JAYSREETEA
Jay Ushin,513252,
Jayabharat Cred.,501311,
Jayant Agro Org.,524330,JAYAGROGN
Jayant Infratech,543544,
Jayaswal Neco,522285,JAYNECOIND
Jayatma Enterp.,539005,
Jayatma Industri,531323,
Jaybharat Text,512233,
Jayesh Logistics,,JAYESH
Jaykay Enter.,500306,JAYKAY
Jayshree Chem.,506520,
Jaysynth Orgo,524592,
JBM Auto,532605,JBMA
JD Cables,544524,
Jeena Sikho,544476,JSLL
Jeevan Scienti.,538837,
Jenburkt Pharma,524731,
Jet Freight,543420,JETFREIGHT
Jet Knitwears,,JETKNIT
Jet Solar,538794,
Jetking Infotrai,517063,
Jetmall Spices,543286,
Jeyyam Global,,JEYYAM
JFL Life,,JFLLIFE
Jhandewala Foods,540850,
Jhaveri Credits,531550,
JHS Sven.Lab.,532771,JHS
JHS Svend.Retail,544197,RETAIL
Jigar Cables,540651,
Jindal Capital,530405,
Jindal Drilling,511034,JINDRILL
Jindal Hotels,507981,
Jindal Leasefin,539947,
Jindal Photo,532624,JINDALPHOT
Jindal Poly Film,500227,JINDALPOLY
Jindal Poly Inve,536773,JPOLYINVST
Jindal Saw,500378,JINDALSAW
Jindal Stain.,532508,JSL
Jindal Steel,532286,JINDALSTEL
Jindal Worldwide,531543,JINDWORLD
Jinkushal Indus.,544547,JKIPL
Jio Financial,543940,JIOFIN
JITF Infra Logis,540311,JITFINFRA
Jiwanram Sheo,,JIWANRAM
JK Agri Genetics,536493,
JK Lakshmi Cem.,500380,JKLAKSHMI
JK Paper,532162,JKPAPER
JK Tyre & Indust,530007,JKTYRE
JM Financial,523405,JMFINANCIL
JMD Ventures,511092,
JMG Corporation,523712,
JMJ Fintech,538834,
JNK,544167,JNKINDIA
Jocil,,JOCIL
John Cockerill,500147,
Johnson Con. Hit,523398,JCHAC
Johnson Pharma,532154,
Joindre Capital,531861,
Jointeca Educati,534659,
Jolly Plastic,507968,
Jonjua Overseas,542446,
Josts Engg. Co.,505750,
JP Associates,532532,JPASSOCIAT
JP Power Ven.,532627,JPPOWER
JPT Securities,530985,
JSL Industries,504080,
JSW Cement,544480,JSWCEMENT
JSW Energy,533148,JSWENERGY
JSW Holdings,532642,JSWHL
JSW Infrast,543994,JSWINFRA
JSW Steel,500228,JSWSTEEL
JTEKT India,520057,JTEKTINDIA
JTL Industries,534600,JTLIND
Jubilant Agri,544355,JUBLCPL
Jubilant Food.,533155,JUBLFOOD
Jubilant Ingrev.,543271,JUBLINGREA
Jubilant Pharmo,530019,JUBLPHARMA
Julien Agro,536073,
Jullundur Motor,,JMA
Jumbo Bag,516078,
Jungle Camps,544304,
Juniper Hotels,544129,JUNIPER
Jupiter Info.,534623,
Jupiter Life Lin,543980,JLHL
Jupiter Wagons,533272,JWL
Just Dial,535648,JUSTDIAL
Justo Realfin,544542,
Jyothy Labs,532926,JYOTHYLAB
Jyoti,504076,
Jyoti CNC Auto.,544081,JYOTICNC
Jyoti Global,,JYOTIGLOBL
Jyoti Resins,514448,
Jyoti Structures,513250,JYOTISTRUC
Jyotirgamya Ent.,539246,
K C P,590066,KCP
K G Denim,500239,
K K Silk Mills,544624,
K P R Mill Ltd,532889,KPRMILL
K Z Leasing,511728,
K-Lifestyle,514221,
K. V. Toys India,544641,
K.P. Energy,539686,KPEL
K&R Rail Engine.,514360,
K2 Infragen,,K2INFRA
Kabra Drugs,524322,
Kabra Extrusion,524109,KABRAEXTRU
Kabra Jewels,,KKJEWELS
Kabsons Industri,524675,
Kachchh Minerals,531778,
Kahan Packaging,543979,
Kaira Can,504840,
Kairosoft AI,506122,
Kaiser Corporat.,531780,
Kaizen Agro,538833,
Kajaria Ceramics,500233,KAJARIACER
Kaka Industries,543939,
Kakatiya Cement,500234,KAKATCEM
Kakatiya Textile,521054,
Kalahridhaan Tre,,KTL
Kalana Ispat,,KALANA
Kallam Textiles,530201,
Kalpa Commer.,539014,
Kalpat.,544423,KALPATARU
Kalpataru Proj.,522287,KPIL
Kalyan Capitals,538778,
Kalyan Jewellers,543278,KALYANKJIL
Kalyani Cast-Tec,544023,
Kalyani Forge,513509,KALYANIFRG
Kalyani Invest.,533302,KICL
Kalyani Steels,500235,KSL
Kama Holdings,532468,
Kamadgiri Fash.,514322,
Kamanwala Housin,511131,
Kamat Hotels,526668,KAMATHOTEL
Kamdhenu,532741,KAMDHENU
Kamdhenu Venture,543747,KAMOPAINTS
Kanani Industrie,506184,KANANIIND
Kanchi Karpooram,538896,
Kanco Tea,541005,
Kandagiri Spinng,521242,
Kandarp Digi,,KANDARP
Kanishk Steel,513456,
Kanoria Chem.,506525,KANORICHEM
Kanoria Energy,539620,
Kanpur Plastipa.,507779,KANPRPLA
Kansai Nerolac,500165,KANSAINER
Kanungo Financi.,540515,
Kapil Cotex,512036,
Kapil Raj Financ,539679,
Kapston Services,,KAPSTON
Karbonsteel Eng.,544511,
Karma Energy Ltd,533451,KARMAENG
Karnataka Bank,532652,KTKBANK
Karnavati Financ,538928,
Karnawati Innovation,531671,
Karnika Industri,,KARNIKA
Karnimata Cold,537784,
Karur Vysya Bank,590003,KARURVYSYA
Kashyap TeleMed.,531960,
Katare Spinning,502933,
Kataria Indust.,,KATARIA
Kati patang Life,531126,
Kaushalya,,KLL
Kaushalya Infra.,532925,KAUSHALYA
Kaveri Seed Co.,532899,KSCL
Kavveri Defence,590041,KAVDEFENCE
Kay Cee,,KCEIL
Kay Power &Paper,530255,
Kaya Ltd,539276,KAYA
Kaycee Inds.,504084,
Kaynes Tech,543664,KAYNES
Kaytex Fabrics,,KAYTEX
KBS India,530357,
KCD Industries,540696,
KCK Industries,,KCK
KCL Infra,531784,
KCP Sugar &Inds.,533192,KCPSUGIND
KDDL Ltd,532054,KDDL
KEC International,532714,KEC
Keerthi Indus,518011,
KEI Industries,517569,KEI
Kellton Tech,519602,KELLTONTEC
Keltech Energies,506528,
Kemistar Corp.,531163,
Kemp & Co.,506530,
Ken Enter.,,KEN
KEN Fin.Serv.,530547,
Kennametal India,505890,KENNAMET
Kenrik Indust.,544398,
Kenvi Jewels,540953,
Kerala Ayurveda,530163,
Kernex Microsys.,532686,KERNEX
Kesar Enterprise,507180,
Kesar India,543542,
Kesar Petroprod.,524174,
Kesar Terminals,533289,
Kesoram Inds.,502937,KESORAMIND
Kewal Kir.Cloth.,532732,KKCL
Key Corp,507948,
Keynote Finan.,512597,KEYFINSERV
Keystone Realtor,543669,RUSTOMJEE
KFin Technolog.,543720,KFINTECH
KG Petrochem,531609,
Khadim India,540775,KHADIM
Khaitan (India),590068,KHAITANLTD
Khaitan Chemical,507794,KHAICHEM
Khandelwal Extra,519064,
Khandwala Sec.,531892,KHANDSE
Khazanchi Jewell,543953,
Khemani Distrib.,539788,
KHFM Hospitality,,KHFM
Khoobsurat Ltd,535730,
Khyati Global,544270,
Khyati Multimed.,531692,
KIC Metaliks,513693,
Kiduja India,507946,
KIFS Financial,535566,
Kilburn Engg.,522101,
Kilitch Drugs,524500,KILITCH
Kimia Bioscien.,530313,
Kinetic Engg.,500240,
Kinetic Trust,531274,
Kingfa Science,524019,KINGFA
Kings Infra,530215,
KIOCL,540680,KIOCL
Kiran Print Pack,531413,
Kiran Syntex,530443,
Kiran Vyapar,537750,
Kiri Industries,532967,KIRIINDUS
Kirl. Brothers,500241,KIRLOSBROS
Kirl. Electric,533193,KECL
Kirl. Ferrous,500245,KIRLFER
Kirl.Pneumatic,505283,KIRLPNU
Kirloskar Indus.,500243,KIRLOSIND
Kirloskar Oil,533293,KIRLOSENG
Kisaan Parivar,519230,
Kisan Mouldings,530145,
Kitex Garments,521248,KITEX
Kizi Apparels,544221,
KJMC Corporate,532304,
KJMC Financial,530235,
KK Shah Hospital,544013,
KKalpana Inds.,526409,
Kkalpana Plastic,523652,
KKV Agro Powers,,KKVAPOW
KLG Capital,530771,
KM Sugar Mills,532673,KMSUGAR
KMC Speciality,524520,
KMF Builders,531578,
KN Agri Resource,,KNAGRI
Knowledge Marine,543273,KMEW
Knowledge Realty,544481,KRT
KNR Construct.,532942,KNRCON
Kobo Biotech,531541,
Kody Technolab,,KODYTECH
Kohinoor Foods,512559,KOHINOOR
Kokuyo Camlin,523207,KOKUYOCMLN
Kolte Patil Dev.,532924,KOLTEPATIL
Konark Synth,514128,
Konndor Indust.,532397,
Konstelec Engg.,,KONSTELEC
Kontor Space,,KONTOR
Kopran,524280,KOPRAN
Kore Digital,,KDL
Kotak Mah. Bank,500247,KOTAKBANK
Kothari Ferment.,507474,
Kothari Indl,509732,
Kothari Petroche,,KOTHARIPET
Kothari Products,530299,KOTHARIPRO
Kothari Sugars,,KOTARISUG
Kotia Enterprise,539599,
Kotyark Indust.,,KOTYARK
Koura Fine Diamo,544139,
Kovai Medical,523323,KOVAI
Kovil. Lak. Rol.,507598,
KP Green Engg.,544150,
KPI Green Energy,542323,KPIGREEN
KPIT Technologi.,542651,KPITTECH
KPT Industries,505299,
Kranti Industrie,542459,
KRBL,530813,KRBL
Krebs Biochem,524518,KREBSBIO
Kreon Finnancial,530139,
Kretto Syscon,531328,
Kridhan Infra,533482,KRIDHANINF
Krishana Phosch.,,KRISHANA
Krishanveer Forg,513369,
Krishca Strapp.,,KRISHCA
Krishival Foods,544416,KRISHIVAL
Krishna Capital,539384,
Krishna Defence,,KRISHNADEF
Krishna Fil. Ind,500248,KRISNAFILA
Krishna Institu.,543308,KIMS
Krishna Vent.,504392,
Kriti Industries,526423,KRITI
Kriti Nutrients,533210,KRITINUT
Kritika Wires,,KRITIKA
KRN Heat Exchan,544263,KRN
Kronox Lab,544187,KRONOX
Kross Ltd,544253,KROSS
Krsnaa Diagnost.,543328,KRSNAA
Krupalu Metals,544509,
Krypton Industri,523550,
Krystal Integrat,544149,KRYSTAL
KSB,500249,KSB
KSE,519421,
KSH Internationa,,
Kshitij Polyline,,KSHITIJPOL
Ksolves India,543599,KSOLVES
KSR Footwear,544615,KSR
Kuantum Papers,532937,KUANTUM
Kuber Udyog,539408,
Kuberan Global,543289,
Kumbhat Fin.,526869,
Kundan Edifice,,KEL
Kunststoff Inds.,523594,
Kush Industries,514240,
Kuwer Industries,530421,
KVS Castings,544554,
Kwality Pharma,539997,
L G Balakrishnan,500250,LGBBROSLTD
L T Foods,532783,LTFOODS
L. T. Elevator,544518,
L.K.Mehta Poly.,544366,
L&T Finance Ltd,533519,LTF
L&T Technology,540115,LTTS
La Opala RG,526947,LAOPALA
La Tim Metal & I,505693,
Labelkraft Tech.,543830,
Lactose (India),524202,
Ladam Affordab.,540026,
Ladderup Finance,530577,
Laddu Gopal,537707,
Laffans Petroch,524522,
Lagnam Spintex,,LAGNAM
Lahoti Overseas,531842,
Lak. Electrical,504258,
Lak. Fin. & Indl,,LFIC
Lak. Prec. Screw,506079,LAKPRE
Lake Shore,519612,
Lakhotia Poly.,535387,
Lakshmi Engg.,505302,
Lakshmi Mills,502958,
Lakshya Powertec,,LAKSHYA
Lambodhara Text.,590075,LAMBODHARA
Lamosaic India,,LAMOSAIC
Lancer Containe.,539841,LANCER
Lancor Holdings,509048,LANCORHOL
Landmarc Leisur.,532275,
Landmark Cars,543714,LANDMARK
Landmark Global,544341,
Landmark Prop.,533012,LPDC
Larsen & Toubro,500510,LT
Lasa Supergeneri,540702,LASA
Last Mile Enter.,526961,
Latent View,543398,LATENTVIEW
Latteys Industri,,LATTEYS
Laurus Labs,540222,LAURUSLABS
Laxmi Cotspin,,LAXMICOT
Laxmi Dental,544339,LAXMIDENTL
Laxmi Goldorna,,LGHL
Laxmi India Fin.,544465,LAXMIINDIA
Laxmi Organic,543277,LXCHEM
Laxmipati Engg,537669,
LCC Infotech,532019,LCCINFOTEC
Le Lavoir,539814,
Le Merite Export,,LEMERITE
Le Travenues,544192,IXIGO
Lead Financial S,531288,
Lead Reclaim,,LRRPL
Leading Lea. Fin,540360,
Lee & Nee Soft.,517415,
Leela Palaces Hotels,544408,THELEELA
Lehar Footwears,532829,
Lemon Tree Hotel,541233,LEMONTREE
Lenskart Solut.,544600,LENSKART
Leo Dryfruits,544329,
Lerthai Finance,502250,
Lesha Industries,533602,
Lex Nimble Solu.,541196,
Lexoraa Ind,531944,
Lexus Granito,,LEXUS
LG Electronics,544576,LGEINDIA
LGB Forge,533007,
LGT Business,544489,
Libas Consumer,,LIBAS
Liberty Shoes,526596,LIBERTSHOE
Libord Finance,511593,
Libord Securitie,531027,
LIC Housing Fin.,500253,LICHSGFIN
Life Insurance,543526,LICI
Likhami Consult.,539927,
Likhitha Infra.,543240,LIKHITHA
Lime Chemicals,507759,
Linc,531241,LINC
Lincoln Pharma.,531633,LINCOLN
Linde India,523457,LINDEINDIA
Link Pharma Chem,524748,
Lippi Systems,526604,
LKP Finance,507912,
LKP Securities,540192,
Lloyds Engineeri,539992,LLOYDSENGG
Lloyds Enterpris,512463,LLOYDSENT
Lloyds Luxuries,,LLOYDS
Lloyds Metals,512455,LLOYDSME
LMW,500252,LMW
Lodha Developers,543287,LODHA
Logica Infoway,543746,
Logiciel Soluti.,544625,
Lokesh Mach.,532740,LOKESHMACH
Longspur Intl,504340,
Longview Tea,526568,
Looks Health,534422,
Lords Chloro,500284,LORDSCHLO
Lords Ishwar,530065,
Lorenzini Appar.,540952,LAL
Lotus Chocolate,523475,
Lotus Eye Hospit,532998,LOTUSEYE
Lovable Lingerie,533343,LOVABLE
Loyal Equipments,539227,
Loyal Textile,514036,LOYALTEX
LS Industries,514446,
LTIMindtree,540005,LTIM
Ludlow Jute,526179,
Lumax Auto Tech.,532796,LUMAXTECH
Lumax Industries,517206,LUMAXIND
Lupin,500257,LUPIN
Lux Industries,539542,LUXIND
Luxury Time,544635,
LWS Knitwear,531402,
Lyka Labs,500259,LYKALABS
Lykis,530689,
Lynx Machinery,505320,
Lyons Corporate,531441,
Lypsa Gems,534532,LYPSAGEMS
M & B Engineer.,544470,MBEL
M & M,500520,M&M
M & M Fin. Serv.,532720,M&MFIN
M B Agro Prod.,,MBAPL
M E T S,538401,
M K Exim India,538890,
M K Proteins,543919,MKPL
M Lakhamsi Ind,512153,
M M Forgings,522241,MMFL
M M Rubber,509196,
M P Agro Inds.,506543,
M P K Steels,544553,
M R P L,500109,MRPL
M T N L,500108,MTNL
M.V.K. Agro,,MVKAGRO
Maan Aluminium,532906,MAANALU
Mac Charles(I),507836,
Mac Hotels,541973,
Macfos,543787,
Mach Conferences,544248,
Machhar Industri,543934,
Machino Plastics,523248,
Macobs Technolo.,,MACOBSTECH
Macpower CNC,,MACPOWER
Madhav Copper,,MCL
Madhav Infra,539894,
Madhav Marbles,515093,MADHAV
Madhucon Project,531497,MADHUCON
Madhur Inds,519279,
Madhusudan Inds.,515059,
Madhusudan Masa,,MADHUSUDAN
Madhusudan Sec.,511000,
Madhuveer Com,531910,
Madhya Prad. Tod,,MPTODAY
Madras Fertilize,590134,MADRASFERT
Mafatlal Inds.,500264,
Mafia Trends,543613,
